algorithm,n,time
t_hashmap,14556,1.179452896118164
t_hashmap,14556,1.188640832901001
t_hashmap,20525,2.6999990940093994
t_hashmap,20525,3.376361846923828
t_hashmap,20525,2.5417652130126953
t_hashmap,20525,2.4973487854003906
t_hashmap,20525,2.453015089035034
t_hashmap,28940,4.141268014907837
t_hashmap,28940,4.067907810211182
t_hashmap,28940,4.0522308349609375
t_hashmap,28940,3.993705987930298
t_hashmap,28940,4.007829904556274
t_hashmap,40805,9.805593013763428
t_hashmap,40805,9.917244911193848
t_hashmap,40805,10.013245105743408
t_hashmap,40805,10.310961961746216
t_hashmap,40805,10.251447677612305
t_hashmap,57536,17.917893886566162
t_hashmap,57536,18.32006812095642
t_hashmap,57536,18.35382604598999
t_hashmap,57536,18.165967226028442
t_hashmap,57536,18.150880813598633
